First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills
Sherry,sherry@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2025,Durgapur,7.2,6,0-2 Lakh,8,yes
Sean,sean@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"mit academy of engineering ,alandi",,,Students,2023,Hugli,7.5,8,0-2 Lakh,8,yes
Chris,chris@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,a. c. patil college of engineering,,,Students,2024,Kolkata,6.5,8,0-2 Lakh,8,no
Deborah,deborah@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,wilson college ,,,Students,2026,Malda,7.5,5,0-2 Lakh,8,no
Virginia,virginia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Palashi,6.9,8,0-2 Lakh,8,no
Joanna,joanna@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Santipur,7.6,8,0-2 Lakh,9,yes
Tracey,tracey@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2025,Silguri,7.3,8,0-2 Lakh,17,no
Edward,edward@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Siuri,6.7,5,0-2 Lakh,13,no
Ronald,ronald@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Talmuk,6.7,8,0-2 Lakh,15,no
James,james@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,silicon institute of technology,,,Students,2024,Siuri,9.0,5,0-2 Lakh,19,yes
Christopher,christopher@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,adhiyamaan college of engineering,,,Students,2025,Titagrah,7.2,6,0-2 Lakh,18,yes
Mary,mary@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Orchha,8.5,6,0-2 Lakh,12,no 
Patricia,patricia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,pillai college of engineering new panvel,,,Students,2025,Sagar,6.5,8,0-2 Lakh,23,no 
Lillian,lillian@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st xavier's college ,,,Students,2026,Satna,6.6,6,0-2 Lakh,8,yes
Steven,steven@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Ujjain,9.5,8,0-2 Lakh,25,yes
Randolph,randolph@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Vidisha,8.1,5,0-2 Lakh,7,no
James,james@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Akola,9.7,3,0-2 Lakh,13,no
Katherine,katherine@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Aurangabad,9.3,3,0-2 Lakh,19,no
Leslie,leslie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,adhiyamaan college of engineering,,,Students,2025,Bhsawal,7.6,3,0-2 Lakh,22,no
Mary,mary@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Bid,7.8,6,0-2 Lakh,6,no
Thelma,thelma@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,pillai college of engineering new panvel,,,Students,2024,Buldhana,7.9,8,0-2 Lakh,9,no
Antonio,antonio@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st xavier's college ,,,Students,2023,Dhule,8.5,5,0-2 Lakh,20,no
Clay,clay@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Jalgaon,8.7,8,0-2 Lakh,15,no
Alice,alice@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2026,Kalyan,8.3,8,0-2 Lakh,17,yes
Carolyn,carolyn@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2025,Thane,9.4,6,0-2 Lakh,19,yes
Judith,judith@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Navi Mumbai,8.6,8,0-2 Lakh,13,no 
Gloria,gloria@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Mumbai,8.5,3,0-2 Lakh,11,no 
Carla,carla@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Nagpur,9.1,5,0-2 Lakh,12,yes
Willie,willie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st.francis institute of technology,,,Students,2025,Nanded,7.7,5,0-2 Lakh,10,yes
Manuel,manuel@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,new horizon institute of technology and management ,,,Students,2023,Mahe,7.5,6,0-2 Lakh,10,no
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,late g. n. sapkal college of engineering,,,Students,2024,Amritsar,7.2,8,0-2 Lakh,10,no
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"symbiosis institute of technology, pune",,,Students,2026,Patiala,7.6,5,0-2 Lakh,15,no
Marianne,marianne@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"mit academy of engineering ,alandi",,,Students,2023,Sangrur,7.3,5,0-2 Lakh,12,yes
Judy,judy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,a. c. patil college of engineering,,,Students,2025,Ajmer,7.3,5,0-2 Lakh,20,no
Helen,helen@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Barmer,6.6,3,0-2 Lakh,9,no
Elbert,elbert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Bikaner,6.6,6,0-2 Lakh,9,no
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Jhalwar,8.1,6,0-2 Lakh,21,yes
Pamela,pamela@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Jodhpur,7.9,8,0-2 Lakh,5,no 
William,william@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2026,Kota,7.1,5,0-2 Lakh,16,no 
Linda,linda@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,silicon institute of technology,,,Students,2024,Pali,8.3,6,7 Lakh+,21,yes
Robert,robert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,adhiyamaan college of engineering,,,Students,2023,Sikar,7.7,5,0-2 Lakh,8,yes
Delores,delores@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,pillai college of engineering new panvel,,,Students,2025,Amreli,6.5,5,2-5 Lakh,20,no
Christopher,christopher@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st xavier's college ,,,Students,2025,Dwarka,9.4,8,0-2 Lakh,23,no
Laura,laura@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Godhra,6.8,6,0-2 Lakh,13,yes
Richard,richard@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2024,Jamnagar,6.7,3,2-5 Lakh,24,no
Mark,mark@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Junagadh,7.9,8,0-2 Lakh,17,no
Carol,carol@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2023,Kheda,9.3,6,0-2 Lakh,17,no
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2026,Morbi,6.9,8,0-2 Lakh,21,no
Lisa,lisa@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2025,Nadiad,8.9,3,0-2 Lakh,8,no
Alma,alma@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2024,Rajkot,8.1,8,0-2 Lakh,7,no 
Frank,frank@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Surat,9.5,3,0-2 Lakh,25,no 
George,george@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Valsad,9.6,6,0-2 Lakh,21,yes
William,william@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2026,Ambala,7.5,8,0-2 Lakh,30,yes
Douglas,douglas@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Chandigarh,7.9,3,0-2 Lakh,24,no
Keith,keith@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"symbiosis institute of technology, pune",,,Students,2024,Vijaywada,7.3,5,0-2 Lakh,17,no
Ashley,ashley@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"mit academy of engineering ,alandi",,,Students,2023,Eluru,7.5,3,0-2 Lakh,18,no
Matthew,matthew@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,a. c. patil college of engineering,,,Students,2023,Guwahati,7.6,8,0-2 Lakh,9,no
Elizabeth,elizabeth@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2026,Tezpur,7.2,8,2-5 Lakh,8,no
Roy,roy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Sivasagar,9.1,8,2-5 Lakh,24,yes
Warren,warren@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,g h raisoni institut of engineering and technology pune,,,Students,2024,Dehri,7.1,3,2-5 Lakh,6,no 
Alan,alan@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2023,Chapra,7.1,3,2-5 Lakh,7,no 
Darryl,darryl@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2025,Gaya,9.2,5,2-5 Lakh,8,yes
Charles,charles@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Haijipur,7.9,5,2-5 Lakh,5,no
James,james@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2026,Jamalpur,7.3,8,2-5 Lakh,6,no
Cynthia,cynthia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st.francis institute of technology,,,Students,2025,Kaithar,7.3,6,2-5 Lakh,6,no
Tony,tony@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"symbiosis institute of technology, pune",,,Students,2023,Patna,6.9,3,2-5 Lakh,8,no
Charles,charles@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"mit academy of engineering ,alandi",,,Students,2024,Muzaffarpur,8.4,3,5-7 Lakh,5,no
Andrew,andrew@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,a. c. patil college of engineering,,,Students,2025,Sasaram,6.7,3,7 Lakh+,6,no
Charles,charles@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,wilson college ,,,Students,2023,Siwan,9.2,8,0-2 Lakh,19,no
Robert,robert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2026,Ambikapur,7.9,3,0-2 Lakh,20,yes
Joan,joan@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Bhilai,9.9,6,0-2 Lakh,16,no 
Katherine,katherine@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Durg,7.6,6,2-5 Lakh,7,no 
Ricardo,ricardo@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Raipur,9.3,8,5-7 Lakh,23,yes
Billy,billy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,silicon institute of technology,,,Students,2023,Daman,6.4,8,7 Lakh+,5,yes
Matthew,matthew@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,adhiyamaan college of engineering,,,Students,2025,Diu,8.4,5,0-2 Lakh,8,no
Grant,grant@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,don bosco college of engineering fatorda goa,,,Students,2025,Silvassa,6.6,8,0-2 Lakh,9,no
Cora,cora@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st xavier's college ,,,Students,2024,New Delhi,8.7,8,0-2 Lakh,15,yes
Marjorie,marjorie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2023,Madgaon,7.1,6,0-2 Lakh,12,no
Karen,karen@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2026,Ahemdabad,8.0,8,0-2 Lakh,5,no
Michael,michael@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Amreli,8.5,3,0-2 Lakh,20,no
Robert,robert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2025,Dwarka,8.5,8,0-2 Lakh,20,no
Mary,mary@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2025,Godhra,9.1,6,0-2 Lakh,32,yes
Peggy,peggy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st.francis institute of technology,,,Students,2023,Jamnagar,9.7,8,0-2 Lakh,16,yes
Mary,mary@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,late g. n. sapkal college of engineering,,,Students,2023,Kheda,6.5,5,2-5 Lakh,8,no 
Luis,luis@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"mit academy of engineering ,alandi",,,Students,2025,Nadiad,9.3,8,7 Lakh+,30,yes
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,wilson college ,,,Students,2025,Okha,6.5,3,0-2 Lakh,6,no
Lisa,lisa@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2026,Rajkot,8.7,8,0-2 Lakh,8,no
Vanessa,vanessa@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Surat,9.1,8,0-2 Lakh,21,yes
Darryl,darryl@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2025,Faridabad,7.1,8,0-2 Lakh,9,no
Walter,walter@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2025,Gurugram,8.3,5,0-2 Lakh,7,no
Eugene,eugene@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,silicon institute of technology,,,Students,2026,Hisar,9.2,5,0-2 Lakh,5,yes
Dominic,dominic@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,adhiyamaan college of engineering,,,Students,2023,Jind,9.9,3,0-2 Lakh,8,yes
Erica,erica@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Kaithal,9.3,6,0-2 Lakh,19,no 
Dana,dana@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,pillai college of engineering new panvel,,,Students,2023,Karnal,7.1,6,0-2 Lakh,18,no 
Peggy,peggy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st xavier's college ,,,Students,2024,Panipat,7.5,6,0-2 Lakh,23,yes
Jose,jose@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2025,Rewari,7.3,6,0-2 Lakh,5,yes
Kyle,kyle@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2023,Rohtak,7.4,8,0-2 Lakh,8,no
Eugene,eugene@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,g h raisoni institut of engineering and technology pune,,,Students,2025,Sirsa,8.3,6,0-2 Lakh,9,no
Janis,janis@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2024,Sonipat,7.4,8,2-5 Lakh,9,no
Greg,greg@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Kangra,7.3,8,7 Lakh+,13,no
Steve,steve@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2023,Hamirpur,9.7,6,0-2 Lakh,30,no
Victoria,victoria@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,kullu,7.9,6,0-2 Lakh,15,no
Mark,mark@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2025,Mandi,7.2,5,0-2 Lakh,19,no
Richard,richard@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2025,Shimla,7.1,6,0-2 Lakh,18,no
Kevin,kevin@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Una,8.7,5,2-5 Lakh,12,yes
Carl,carl@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Anantnag,8.7,6,5-7 Lakh,23,yes
David,david@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,new horizon institute of technology and management ,,,Students,2026,Gulmarg,7.1,5,0-2 Lakh,7,yes
Anita,anita@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,late g. n. sapkal college of engineering,,,Students,2025,Jammu,8.5,6,0-2 Lakh,13,yes
Benjamin,benjamin@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"symbiosis institute of technology, pune",,,Students,2024,Punch,9.1,8,0-2 Lakh,19,no
Joanna,joanna@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,a. c. patil college of engineering,,,Students,2023,Srinagar,6.7,3,0-2 Lakh,22,no
Richard,richard@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,wilson college ,,,Students,2024,Udhampur,6.7,3,0-2 Lakh,6,yes
Arthur,arthur@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Badmi,8.2,5,0-2 Lakh,9,no
Johnnie,johnnie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2026,Ballari,6.5,5,0-2 Lakh,20,no
Walter,walter@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Bengaluru,8.7,5,0-2 Lakh,15,no
Katrina,katrina@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,g h raisoni institut of engineering and technology pune,,,Students,2025,Belgavi,9.1,3,0-2 Lakh,17,no
Gregory,gregory@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2025,Bidar,8.9,5,0-2 Lakh,19,no
Ingrid,ingrid@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2023,Hasan,7.4,6,0-2 Lakh,13,yes
Anna,anna@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,d y patil institute of mca and management akurdi pune,,,Students,2024,Kolar,7.3,3,0-2 Lakh,11,yes
Lori,lori@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,ap shah institute of technology ,,,Students,2024,Mysuru,8.6,8,0-2 Lakh,12,no 
Clarence,clarence@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Kochi,9.2,3,0-2 Lakh,10,no 
Howard,howard@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st xavier's college ,,,Students,2025,Thrissur,7.9,3,0-2 Lakh,10,yes
Lorna,lorna@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2026,Bhopal,9.9,6,0-2 Lakh,15,no
Robert,robert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2025,Dhar,8.1,5,0-2 Lakh,12,no
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2024,Guna,9.8,6,0-2 Lakh,21,yes
Kimberly,kimberly@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Gwalior,9.6,8,0-2 Lakh,21,no
Lucy,lucy@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2023,Orchha,6.2,6,0-2 Lakh,8,no
Sandra,sandra@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Sagar,9.1,5,0-2 Lakh,7,no
William,william@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st.francis institute of technology,,,Students,2023,Satna,7.2,5,0-2 Lakh,21,no
Michael,michael@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,new horizon institute of technology and management ,,,Students,2024,Ujjain,9.5,5,0-2 Lakh,5,yes
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,late g. n. sapkal college of engineering,,,Students,2025,Vidisha,6.8,6,0-2 Lakh,16,yes
Frank,frank@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"symbiosis institute of technology, pune",,,Students,2025,Akola,8.4,8,0-2 Lakh,21,no 
Jose,jose@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"mit academy of engineering ,alandi",,,Students,2025,Aurangabad,9.9,5,0-2 Lakh,8,no 
Jonathan,jonathan@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,a. c. patil college of engineering,,,Students,2024,Bhandara,6.6,5,0-2 Lakh,7,yes
Greg,greg@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2023,Dhule,6.3,6,0-2 Lakh,24,no
Joseph,joseph@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2024,Jalgaon,8.9,6,0-2 Lakh,17,yes
Velma,velma@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2025,Kalyan,9.5,3,0-2 Lakh,11,no
Paul,paul@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Thane,8.5,8,0-2 Lakh,21,no
Byron,byron@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Navi Mumbai,8.5,6,0-2 Lakh,8,no
Julia,julia@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,adhiyamaan college of engineering,,,Students,2024,Nagpur,7.9,8,0-2 Lakh,8,no
Darrell,darrell@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,don bosco college of engineering fatorda goa,,,Students,2025,Nanded,7.5,6,0-2 Lakh,7,yes
Rebecca,rebecca@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,pillai college of engineering new panvel,,,Students,2024,Kolhapur,8.3,6,0-2 Lakh,25,yes
Robert,robert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st xavier's college ,,,Students,2023,Karli,6.4,5,0-2 Lakh,21,no 
Charles,charles@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vidyalankar institute of technology, mumbai",,,Students,2026,Matheran,7.5,8,0-2 Lakh,30,no 
Mamie,mamie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2023,Nashik,7.7,8,0-2 Lakh,24,yes
Ricardo,ricardo@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2024,Solapur,7.6,5,0-2 Lakh,19,no
Stephen,stephen@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2023,Satara,7.9,5,0-2 Lakh,21,no
Leslie,leslie@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Sangli,7.7,5,0-2 Lakh,17,no
David,david@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2025,Sangola,7.4,8,0-2 Lakh,18,yes
Anna,anna@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Wardha,9.2,5,0-2 Lakh,9,no
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,government polytechnic gandhinagar,,,Students,2025,Ulhasnagar,7.6,6,0-2 Lakh,8,no
Chasity,chasity@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2026,Vasai,8.7,3,0-2 Lakh,8,no
Maria,maria@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Shillong,9.5,8,0-2 Lakh,18,no
Catherine,catherine@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2025,konark,9.2,8,0-2 Lakh,16,yes
Robert,robert@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,st.francis institute of technology,,,Students,2025,Cuttack,6.9,5,0-2 Lakh,9,yes
John,john@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,new horizon institute of technology and management ,,,Students,2024,Baleshwar,7.2,6,0-2 Lakh,9,no 
Melvin,melvin@xyz.com,1,IS DATA SCIENCE FOR YOU?,Attending,late g. n. sapkal college of engineering,,,Students,2023,Mahe,7.5,5,0-2 Lakh,17,no 
