index,First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills
2650,Melvin,melvin@xyz.com,1,RPA: A Boon or A Bane,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Agartala,6.2,3,0-2 Lakh,21,yes
2651,Ronald,ronald@xyz.com,1,RPA: A Boon or A Bane,Attending,"vishwakarma institute of technology, pune",,,Students,2023,Agra,9.1,8,7 Lakh+,17,yes
2653,Janis,janis@xyz.com,1,RPA: A Boon or A Bane,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Gonda,9.5,3,0-2 Lakh,9,no 
2655,Andrew,andrew@xyz.com,1,RPA: A Boon or A Bane,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2024,Hamirpur,6.7,8,0-2 Lakh,8,no
2657,Shirley,shirley@xyz.com,1,RPA: A Boon or A Bane,Attending,new horizon institute of technology and management ,Email,,Students,2023,Budaun,8.3,5,0-2 Lakh,9,no
2658,Marjorie,marjorie@xyz.com,1,RPA: A Boon or A Bane,Attending,late g. n. sapkal college of engineering,Instagram,,Students,2024,Jhansi,6.3,6,0-2 Lakh,17,no
2660,Delores,delores@xyz.com,1,RPA: A Boon or A Bane,Attending,"mit academy of engineering ,alandi",Whatsapp,,Students,2023,Lucknow,9.5,8,0-2 Lakh,21,no
2662,James,james@xyz.com,1,RPA: A Boon or A Bane,Attending,wilson college ,LinkedIn,,Students,2024,Mainpuri,8.5,8,0-2 Lakh,19,yes
2663,Timothy,timothy@xyz.com,1,RPA: A Boon or A Bane,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2024,Almora,7.9,3,0-2 Lakh,12,no 
2664,Jerry,jerry@xyz.com,1,RPA: A Boon or A Bane,Attending,"ld college of engineering, ahmedabad, gujarat ",Email,,Students,2023,Alipore,7.5,5,0-2 Lakh,23,no 
2665,Dennis,dennis@xyz.com,1,RPA: A Boon or A Bane,Attending,g h raisoni institut of engineering and technology pune,Cloud Counselage Website,,Students,2023,Haora,8.3,6,0-2 Lakh,8,yes
2667,Samuel,samuel@xyz.com,1,RPA: A Boon or A Bane,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2024,Hugli,7.5,3,0-2 Lakh,7,no
2668,Richard,richard@xyz.com,1,RPA: A Boon or A Bane,Attending,d y patil institute of mca and management akurdi pune,Whatsapp,,Students,2024,Kolkata,7.7,8,0-2 Lakh,13,no
2670,John,john@xyz.com,1,RPA: A Boon or A Bane,Attending,don bosco college of engineering fatorda goa,Whatsapp,,Students,2023,Palashi,7.6,8,0-2 Lakh,25,yes
2671,Ana,ana@xyz.com,1,RPA: A Boon or A Bane,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2023,Santipur,7.9,5,0-2 Lakh,22,no
2672,Roxie,roxie@xyz.com,1,RPA: A Boon or A Bane,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2024,Silguri,7.4,3,0-2 Lakh,9,no
2674,Donna,donna@xyz.com,1,RPA: A Boon or A Bane,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2023,Talmuk,8.7,8,0-2 Lakh,17,yes
2675,Eugene,eugene@xyz.com,1,RPA: A Boon or A Bane,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Siuri,9.5,5,0-2 Lakh,19,yes
2677,Donna,donna@xyz.com,1,RPA: A Boon or A Bane,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2024,Orchha,9.2,8,7 Lakh+,23,no 
2678,Helen,helen@xyz.com,1,RPA: A Boon or A Bane,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2024,Sagar,6.9,3,0-2 Lakh,12,yes
2679,Roosevelt,roosevelt@xyz.com,1,RPA: A Boon or A Bane,Attending,st.francis institute of technology,Whatsapp,,Students,2023,Satna,7.2,6,0-2 Lakh,10,yes
2680,Teresa,teresa@xyz.com,1,RPA: A Boon or A Bane,Attending,new horizon institute of technology and management ,Whatsapp,,Students,2023,Ujjain,7.5,8,0-2 Lakh,10,no
2681,Myrna,myrna@xyz.com,1,RPA: A Boon or A Bane,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2024,Akola,7.5,5,0-2 Lakh,15,no
2683,Walter,walter@xyz.com,1,RPA: A Boon or A Bane,Attending,a. c. patil college of engineering,Whatsapp,,Students,2024,Bhandara,7.6,3,0-2 Lakh,20,no
2684,Mario,mario@xyz.com,1,RPA: A Boon or A Bane,Attending,wilson college ,Cloud Counselage Website,,Students,2023,Bhsawal,6.5,5,0-2 Lakh,21,no
2686,Ignacio,ignacio@xyz.com,1,RPA: A Boon or A Bane,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2023,Buldhana,6.7,6,0-2 Lakh,9,no
2688,John,john@xyz.com,1,RPA: A Boon or A Bane,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,,Students,2024,Jalgaon,6.7,3,0-2 Lakh,7,yes
2689,Michelle,michelle@xyz.com,1,RPA: A Boon or A Bane,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2024,Kalyan,9.0,3,0-2 Lakh,21,yes
2690,Julie,julie@xyz.com,1,RPA: A Boon or A Bane,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,,Students,2023,Thane,7.2,8,0-2 Lakh,5,no 
2693,Christopher,christopher@xyz.com,1,RPA: A Boon or A Bane,Attending,adhiyamaan college of engineering,Whatsapp,,Students,2023,Nagpur,6.6,6,0-2 Lakh,8,yes
2694,Lucille,lucille@xyz.com,1,RPA: A Boon or A Bane,Attending,don bosco college of engineering fatorda goa,Cloud Counselage Website,,Students,2024,Nanded,9.5,6,0-2 Lakh,18,no
2696,Mary,mary@xyz.com,1,RPA: A Boon or A Bane,Attending,st xavier's college ,Whatsapp,,Students,2023,Amritsar,9.7,8,7 Lakh+,25,no
2697,Carmen,carmen@xyz.com,1,RPA: A Boon or A Bane,Attending,"vidyalankar institute of technology, mumbai",Youtube,,Students,2024,Patiala,9.3,3,0-2 Lakh,13,yes
2698,Peter,peter@xyz.com,1,RPA: A Boon or A Bane,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,,Students,2024,Sangrur,9.1,6,0-2 Lakh,24,no
2700,Martha,martha@xyz.com,1,RPA: A Boon or A Bane,Attending,government polytechnic gandhinagar,Whatsapp,,Students,2023,Amer,7.8,5,0-2 Lakh,11,no
2703,Jorge,jorge@xyz.com,1,RPA: A Boon or A Bane,Attending,government polytechnic gandhinagar,Cloud Counselage Website,,Students,2024,Jhalwar,9.4,8,7 Lakh+,27,no 
2704,Kathy,kathy@xyz.com,1,RPA: A Boon or A Bane,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,,Students,2023,Jodhpur,8.6,8,0-2 Lakh,25,no 
2706,Ann,ann@xyz.com,1,RPA: A Boon or A Bane,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,,Students,2023,Pali,9.1,5,0-2 Lakh,30,yes
2709,Angela,angela@xyz.com,1,RPA: A Boon or A Bane,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2023,Godhra,7.3,3,0-2 Lakh,17,no
2712,Shirley,shirley@xyz.com,1,RPA: A Boon or A Bane,Attending,"ld college of engineering, ahmedabad, gujarat ",Youtube | Facebook | Instagram | Whatsapp | Email,,Students,2024,Morbi,6.6,3,0-2 Lakh,8,no
2715,William,william@xyz.com,1,RPA: A Boon or A Bane,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2024,Chandigarh,8.0,5,0-2 Lakh,13,no
2716,Glenda,glenda@xyz.com,1,RPA: A Boon or A Bane,Attending,st.francis institute of technology,Whatsapp,,Students,2023,Faridabad,6.5,8,0-2 Lakh,19,no
2718,Roger,roger@xyz.com,1,RPA: A Boon or A Bane,Attending,late g. n. sapkal college of engineering,Whatsapp,,Students,2024,Hisar,6.8,3,0-2 Lakh,22,no
2719,John,john@xyz.com,1,RPA: A Boon or A Bane,Attending,"symbiosis institute of technology, pune",Whatsapp,,Students,2023,Jind,6.7,3,0-2 Lakh,6,no
2721,Debbie,debbie@xyz.com,1,RPA: A Boon or A Bane,Attending,wilson college ,Whatsapp,,Students,2024,Agartala,6.9,6,0-2 Lakh,15,no
2722,Dennis,dennis@xyz.com,1,RPA: A Boon or A Bane,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,,Students,2023,Agra,8.9,8,0-2 Lakh,17,yes
2723,Brooke,brooke@xyz.com,1,RPA: A Boon or A Bane,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,,Students,2024,Aligarh,8.3,5,0-2 Lakh,19,yes
2724,David,david@xyz.com,1,RPA: A Boon or A Bane,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,,Students,2023,Gonda,7.2,5,0-2 Lakh,13,no 
2726,Roxie,roxie@xyz.com,1,RPA: A Boon or A Bane,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,,Students,2024,Ghaziabad,9.5,5,0-2 Lakh,12,yes
2729,Donald,donald@xyz.com,1,RPA: A Boon or A Bane,Attending,don bosco college of engineering fatorda goa,Whatsapp,,Students,2023,Hamirpur,7.9,3,0-2 Lakh,10,no
2730,Melissa,melissa@xyz.com,1,RPA: A Boon or A Bane,Attending,pillai college of engineering new panvel,Whatsapp,,Students,2024,Deoria,9.3,6,0-2 Lakh,15,no
2731,John,john@xyz.com,1,RPA: A Boon or A Bane,Attending,st xavier's college ,Youtube,,Students,2023,Budaun,9.6,5,0-2 Lakh,12,yes
2732,Aaron,aaron@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Jhansi,9.1,6,0-2 Lakh,20,no
2736,Russell,russell@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2024,Varanasi,7.2,8,0-2 Lakh,7,yes
2737,Ethel,ethel@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2024,Almora,9.1,3,0-2 Lakh,21,yes
2738,Michelle,michelle@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Alipore,6.7,6,0-2 Lakh,5,no 
2739,Dana,dana@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2023,Haora,7.1,8,0-2 Lakh,16,no 
2742,Marvin,marvin@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Palashi,7.3,6,0-2 Lakh,9,no
2743,Robert,robert@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Santipur,7.3,3,0-2 Lakh,13,yes
2744,Daniel,daniel@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Siuri,6.9,6,0-2 Lakh,11,no
2747,Quincy,quincy@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Orchha,7.9,5,0-2 Lakh,7,no 
2748,Cindy,cindy@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Sagar,9.9,5,0-2 Lakh,25,no 
2751,Ben,ben@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Vidisha,6.4,5,0-2 Lakh,24,no
2752,Mary,mary@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2023,Aurangabad,6.6,8,0-2 Lakh,19,no
2753,Larry,larry@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Bhandara,7.8,3,0-2 Lakh,21,yes
2755,Rebecca,rebecca@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Bid,7.2,8,0-2 Lakh,18,no
2757,Dominic,dominic@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Jalgaon,8.5,8,0-2 Lakh,8,no
2758,Lucy,lucy@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Kalyan,8.5,3,0-2 Lakh,8,yes
2759,Anita,anita@xyz.com,1,Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2023,Thane,9.1,5,0-2 Lakh,8,yes
2763,Elizabeth,elizabeth@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2023,Mahe,9.3,6,0-2 Lakh,18,no
2764,Peggy,peggy@xyz.com,1,Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,,,Students,2024,Sangrur,8.7,6,0-2 Lakh,19,yes
2766,Lisa,lisa@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Amer,9.2,3,0-2 Lakh,12,no
2767,Gladys,gladys@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2024,Bikaner,7.6,8,0-2 Lakh,8,no
2769,Jennifer,jennifer@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Jalor,8.3,8,0-2 Lakh,7,yes
2770,Quincy,quincy@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Jhalwar,9.2,6,0-2 Lakh,18,yes
2771,Mary,mary@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Jodhpur,9.9,8,0-2 Lakh,19,no 
2773,Larry,larry@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Sikar,7.5,3,0-2 Lakh,6,yes
2775,Manuel,manuel@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Amreli,7.4,6,0-2 Lakh,20,no
2776,William,william@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2023,Godhra,7.4,6,0-2 Lakh,17,yes
2777,Kenneth,kenneth@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2024,Jamnagar,6.7,3,0-2 Lakh,19,no
2779,Jill,jill@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Kheda,9.7,3,0-2 Lakh,11,no
2782,Pauline,pauline@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Navsari,7.1,3,0-2 Lakh,10,yes
2783,Kimberly,kimberly@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2024,Okha,8.7,5,0-2 Lakh,10,yes
2784,Helen,helen@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2024,Surat,8.2,3,0-2 Lakh,12,no 
2786,Douglas,douglas@xyz.com,1,Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2024,Faridabad,9.1,6,0-2 Lakh,26,no
2787,Melvin,melvin@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2024,Kunrool,9.5,3,0-2 Lakh,8,no
2788,Carol,carol@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Tirupati,6.7,5,0-2 Lakh,7,yes
2789,Teresa,teresa@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Vijaywada,6.7,8,0-2 Lakh,21,no
2792,Melvin,melvin@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2024,Nagaon,8.7,3,0-2 Lakh,21,no
2793,Joshua,joshua@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Burani,7.4,3,0-2 Lakh,20,yes
2794,George,george@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2023,Dehri,7.3,8,0-2 Lakh,9,no 
2796,Rosa,rosa@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Darbhanga,9.2,6,0-2 Lakh,24,yes
2797,Andrea,andrea@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2023,Gaya,7.8,8,0-2 Lakh,17,yes
2800,Dolores,dolores@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Kaithar,8.1,6,0-2 Lakh,8,no
2801,Amy,amy@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2023,Munger,9.8,3,0-2 Lakh,8,no
2802,Ronnie,ronnie@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Patna,9.6,5,0-2 Lakh,7,no
2804,Ruth,ruth@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Chandigarh,7.2,3,0-2 Lakh,24,yes
2805,Rick,rick@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Bhilai,6.8,5,0-2 Lakh,19,no 
2806,Andrew,andrew@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Durg,8.4,3,0-2 Lakh,21,no 
2809,Gary,gary@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Diu,6.7,8,0-2 Lakh,9,no
2810,Victor,victor@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2024,Silvassa,7.6,8,0-2 Lakh,8,no
2811,Carl,carl@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2023,Delhi,8.3,5,0-2 Lakh,8,no
2812,Joann,joann@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,New Delhi,6.3,8,0-2 Lakh,8,yes
2814,Mike,mike@xyz.com,1,Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",,,Students,2023,Madgaon,9.5,8,0-2 Lakh,26,no
2817,Carlos,carlos@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Dwarka,8.8,6,0-2 Lakh,8,no
2818,Patricia,patricia@xyz.com,1,Skill and Employability Enhancement,Attending,silicon institute of technology,,,Students,2023,Jamnagar,7.5,5,0-2 Lakh,6,yes
2819,Paul,paul@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2023,Junagadh,8.3,6,0-2 Lakh,6,no 
2821,Patricia,patricia@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Nadiad,7.7,6,0-2 Lakh,8,yes
2822,Marcus,marcus@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Navsari,9.9,8,0-2 Lakh,25,no
2823,Nicholas,nicholas@xyz.com,1,Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",,,Students,2023,Okha,7.6,5,0-2 Lakh,6,no
2824,Richard,richard@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Rajkot,7.9,3,0-2 Lakh,8,no
2826,Michael,michael@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Ambala,9.2,3,0-2 Lakh,5,no
2827,Vickie,vickie@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Chandigarh,7.6,6,0-2 Lakh,7,no
2828,Susan,susan@xyz.com,1,Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,,,Students,2023,Faridabad,8.7,8,0-2 Lakh,9,no
2830,Willie,willie@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2023,Hisar,6.9,8,0-2 Lakh,8,yes
2831,James,james@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Jind,9.2,8,0-2 Lakh,16,yes
2833,Lee,lee@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Karnal,7.2,8,0-2 Lakh,15,no 
2835,Jennifer,jennifer@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2024,Rewari,6.5,5,0-2 Lakh,12,yes
2836,Joe,joe@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2023,Rohtak,7.5,5,0-2 Lakh,5,no
2837,Gary,gary@xyz.com,1,Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",,,Students,2024,Sirsa,6.9,6,0-2 Lakh,20,no
2840,Tiffany,tiffany@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Hamirpur,6.7,5,0-2 Lakh,9,no
2843,Mark,mark@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Doda,6.6,8,0-2 Lakh,21,no 
2844,Michael,michael@xyz.com,1,Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,,,Students,2023,Punch,9.7,5,0-2 Lakh,23,no
2847,Luis,luis@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Badmi,7.8,6,0-2 Lakh,8,no
2848,Richard,richard@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2024,Ballari,7.9,3,0-2 Lakh,19,no
2849,Rita,rita@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Bengaluru,8.5,8,0-2 Lakh,18,no
2850,Robert,robert@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Belgavi,8.7,6,0-2 Lakh,23,no
2854,Russell,russell@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2024,Kochi,9.1,8,0-2 Lakh,17,no 
2855,Manuel,manuel@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2024,Kollam,7.7,3,0-2 Lakh,13,yes
2858,Jennifer,jennifer@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Guna,7.3,8,0-2 Lakh,12,yes
2860,Vincent,vincent@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Narwar,6.6,5,0-2 Lakh,8,no
2861,Julia,julia@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2023,Orchha,6.6,3,0-2 Lakh,9,no
2862,Bryan,bryan@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Sagar,8.5,8,0-2 Lakh,7,no
2864,Helen,helen@xyz.com,1,Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,,,Students,2024,Ujjain,8.1,8,0-2 Lakh,19,yes
2866,Randolph,randolph@xyz.com,1,Skill and Employability Enhancement,Attending,a. c. patil college of engineering,,,Students,2023,Aurangabad,8.3,3,0-2 Lakh,6,no 
2867,Nancy,nancy@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2023,Bhsawal,8.0,5,0-2 Lakh,20,yes
2868,Hilda,hilda@xyz.com,1,Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,,,Students,2023,Dhule,6.8,8,0-2 Lakh,19,no
2870,Bryan,bryan@xyz.com,1,Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,,,Students,2024,Thane,9.3,6,0-2 Lakh,26,no
2871,Betty,betty@xyz.com,1,Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,,,Students,2023,Mumbai,8.9,3,0-2 Lakh,10,no
2872,Heather,heather@xyz.com,1,Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,,,Students,2023,Nagpur,8.3,3,0-2 Lakh,10,no
2875,Philip,philip@xyz.com,1,Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",,,Students,2024,Karli,9.5,3,0-2 Lakh,20,no 
2877,Melvin,melvin@xyz.com,1,Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",,,Students,2024,Satara,9.6,5,0-2 Lakh,7,no
2880,John,john@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2023,Wardha,7.5,8,0-2 Lakh,16,no
2881,Ronald,ronald@xyz.com,1,Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",,,Students,2024,Ulhasnagar,7.6,8,0-2 Lakh,21,no
2882,Cindy,cindy@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Shillong,7.2,8,0-2 Lakh,7,no
2884,Marie,marie@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,konark,6.7,8,0-2 Lakh,9,yes
2887,Jesus,jesus@xyz.com,1,Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",,,Students,2023,Amritsar,9.2,5,0-2 Lakh,11,yes
2888,Vara,vara@xyz.com,1,Skill and Employability Enhancement,Attending,wilson college ,,,Students,2024,Sangrur,7.3,8,0-2 Lakh,8,no
2889,Shaikh,shaikh@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2024,Jaipur,8.4,8,0-2 Lakh,21,no
2890,Yadav,yadav@xyz.com,1,Skill and Employability Enhancement,Attending,d y patil institute of mca and management akurdi pune,,,Students,2024,Jhalwar,9.2,3,0-2 Lakh,24,no
2892,Gupta,gupta@xyz.com,1,Skill and Employability Enhancement,Attending,st xavier's college ,,,Students,2024,Sikar,7.6,3,0-2 Lakh,17,no 
2894,Shreya,shreya@xyz.com,1,Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,,,Students,2023,Agartala,6.6,6,0-2 Lakh,8,no
2895,Ashok,ashok@xyz.com,1,Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",,,Students,2024,Gonda,7.2,8,0-2 Lakh,8,yes
2896,Dhara,dhara@xyz.com,1,Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",,,Students,2024,Ghazipur,7.1,3,0-2 Lakh,9,no
2897,Prakash,prakash@xyz.com,1,Skill and Employability Enhancement,Attending,st.francis institute of technology,,,Students,2023,Ghaziabad,8.0,8,0-2 Lakh,9,no
2898,Sunil,sunil@xyz.com,1,Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",,,Students,2024,Kanpur,8.8,6,0-2 Lakh,12,no 
2899,Shah,shah@xyz.com,1,Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,,,Students,2023,Lucknow,9.3,3,0-2 Lakh,23,yes
